Text	AlexLabel	card	TAS20	F1	F2	F3	SubClass	Tokens	Words	Stems
Un grupo de hombres que descansan después de su última fechoría, ser un gánster no es tan glamuroso como uno pueda pensar. Hacia poco que habían perdido a Rechi en una trifulca con la policía, fue un duro golpe, y Banner había empezado a cuestionarse su estilo de vida. Si quería que el grupo siguiera unido tendría que llevarles a divertirse un rato y descansar antes del siguiente golpe.	NoAlex	9VH	46.0	18.0	12.0	16.0	NoAlex-9VH	['Un', 'grupo', 'de', 'hombres', 'que', 'descansan', 'después', 'de', 'su', 'última', 'fechoría', 'ser', 'un', 'gánster', 'no', 'es', 'tan', 'glamuroso', 'como', 'uno', 'pueda', 'pensar', 'Hacia', 'poco', 'que', 'habían', 'perdido', 'a', 'Rechi', 'en', 'una', 'trifulca', 'con', 'la', 'policía', 'fue', 'un', 'duro', 'golpe', 'y', 'Banner', 'había', 'empezado', 'a', 'cuestionarse', 'su', 'estilo', 'de', 'vida', 'Si', 'quería', 'que', 'el', 'grupo', 'siguiera', 'unido', 'tendría', 'que', 'llevarles', 'a', 'divertirse', 'un', 'rato', 'y', 'descansar', 'antes', 'del', 'siguiente', 'golpe']	['un', 'grupo', 'hombres', 'descansan', 'después', 'última', 'fechoría', 'ser', 'gánster', 'tan', 'glamuroso', 'pueda', 'pensar', 'hacia', 'perdido', 'rechi', 'trifulca', 'policía', 'duro', 'golpe', 'banner', 'empezado', 'cuestionarse', 'estilo', 'vida', 'si', 'quería', 'grupo', 'siguiera', 'unido', 'llevarles', 'divertirse', 'rato', 'descansar', 'siguiente', 'golpe']	['un', 'grup', 'hombr', 'descans', 'despues', 'ultim', 'fechor', 'ser', 'ganst', 'tan', 'glamur', 'pued', 'pens', 'haci', 'perd', 'rechi', 'trifulc', 'polic', 'dur', 'golp', 'bann', 'empez', 'cuestion', 'estil', 'vid', 'si', 'quer', 'grup', 'sigu', 'unid', 'llev', 'divert', 'rat', 'descans', 'siguient', 'golp']
La nave había aterrizado con éxito y el dragón quiso acercarse a echar un vistazo, le encantaban las luces. El ruido había sido molesto y le había despertado pero algo así de interesante merecía su atención. De la nave salieron 3 personas, que al verle se asustaron y se refugiaron de nuevo en ella, el se quedó allí con curiosidad, hasta que uno de ellos se atrevió a salir y habló en su lengua. Le pareció divertido, y como tenía más curiosidad que hambre, dejó que la pequeña criatura hablase.	NoAlex	11	46.0	18.0	12.0	16.0	NoAlex-11	['La', 'nave', 'había', 'aterrizado', 'con', 'éxito', 'y', 'el', 'dragón', 'quiso', 'acercarse', 'a', 'echar', 'un', 'vistazo', 'le', 'encantaban', 'las', 'luces', 'El', 'ruido', 'había', 'sido', 'molesto', 'y', 'le', 'había', 'despertado', 'pero', 'algo', 'así', 'de', 'interesante', 'merecía', 'su', 'atención', 'De', 'la', 'nave', 'salieron', '3', 'personas', 'que', 'al', 'verle', 'se', 'asustaron', 'y', 'se', 'refugiaron', 'de', 'nuevo', 'en', 'ella', 'el', 'se', 'quedó', 'allí', 'con', 'curiosidad', 'hasta', 'que', 'uno', 'de', 'ellos', 'se', 'atrevió', 'a', 'salir', 'y', 'habló', 'en', 'su', 'lengua', 'Le', 'pareció', 'divertido', 'y', 'como', 'tenía', 'más', 'curiosidad', 'que', 'hambre', 'dejó', 'que', 'la', 'pequeña', 'criatura', 'hablase']	['la', 'nave', 'aterrizado', 'éxito', 'dragón', 'quiso', 'acercarse', 'echar', 'vistazo', 'encantaban', 'luces', 'el', 'ruido', 'sido', 'molesto', 'despertado', 'así', 'interesante', 'merecía', 'atención', 'de', 'nave', 'salieron', '3', 'personas', 'verle', 'asustaron', 'refugiaron', 'nuevo', 'quedó', 'allí', 'curiosidad', 'atrevió', 'salir', 'habló', 'lengua', 'le', 'pareció', 'divertido', 'curiosidad', 'hambre', 'dejó', 'pequeña', 'criatura', 'hablase']	['la', 'nav', 'aterriz', 'exit', 'dragon', 'quis', 'acerc', 'echar', 'vistaz', 'encant', 'luc', 'el', 'ruid', 'sid', 'molest', 'despert', 'asi', 'interes', 'merec', 'atencion', 'de', 'nav', 'sal', '3', 'person', 'verl', 'asust', 'refugi', 'nuev', 'qued', 'alli', 'curi', 'atrev', 'sal', 'habl', 'lengu', 'le', 'parec', 'divert', 'curi', 'hambr', 'dej', 'pequeñ', 'criatur', 'habl']
El doctor solo pudo certificar su muerte, estaba agotado después de todo el día haciendo visitas y aquello le había dejado tremendamente exhausto. Tan solo tenía que regresar a casa, tomarse un whisky y mañana amanecerá de nuevo.	NoAlex	13HM	46.0	18.0	12.0	16.0	NoAlex-13HM	['El', 'doctor', 'solo', 'pudo', 'certificar', 'su', 'muerte', 'estaba', 'agotado', 'después', 'de', 'todo', 'el', 'día', 'haciendo', 'visitas', 'y', 'aquello', 'le', 'había', 'dejado', 'tremendamente', 'exhausto', 'Tan', 'solo', 'tenía', 'que', 'regresar', 'a', 'casa', 'tomarse', 'un', 'whisky', 'y', 'mañana', 'amanecerá', 'de', 'nuevo']	['el', 'doctor', 'solo', 'pudo', 'certificar', 'muerte', 'agotado', 'después', 'día', 'haciendo', 'visitas', 'aquello', 'dejado', 'tremendamente', 'exhausto', 'tan', 'solo', 'regresar', 'casa', 'tomarse', 'whisky', 'mañana', 'amanecerá', 'nuevo']	['el', 'doctor', 'sol', 'pud', 'certific', 'muert', 'agot', 'despues', 'dia', 'hac', 'visit', 'aquell', 'dej', 'tremend', 'exhaust', 'tan', 'sol', 'regres', 'cas', 'tom', 'whisky', 'mañan', 'amanec', 'nuev']
Un niño abre su regalo de navidad y se enfada porque no eran bailes de Fortnite. En vez de eso, le han regalado un violín Stradivarius.	NoAlex	1	42.0	19.0	11.0	12.0	NoAlex-1	['Un', 'niño', 'abre', 'su', 'regalo', 'de', 'navidad', 'y', 'se', 'enfada', 'porque', 'no', 'eran', 'bailes', 'de', 'Fortnite', 'En', 'vez', 'de', 'eso', 'le', 'han', 'regalado', 'un', 'violín', 'Stradivarius']	['un', 'niño', 'abre', 'regalo', 'navidad', 'enfada', 'bailes', 'fortnite', 'en', 'vez', 'regalado', 'violín', 'stradivarius']	['un', 'niñ', 'abre', 'regal', 'navid', 'enfad', 'bail', 'fortnit', 'en', 'vez', 'regal', 'violin', 'stradivarius']
Un artista convoca a una multitud de personas con sombrero en una explanada para tomar una fotografía aérea. La fotografía se intenta asemejar al típico ejercicio infantil de unir los puntos para dibujar una forma. En este caso, las personas con sombrero son los puntos y, uniendo la linea imaginaria entre puntos, dibujarían la forma de un sombrero.	NoAlex	9VH	42.0	19.0	11.0	12.0	NoAlex-9VH	['Un', 'artista', 'convoca', 'a', 'una', 'multitud', 'de', 'personas', 'con', 'sombrero', 'en', 'una', 'explanada', 'para', 'tomar', 'una', 'fotografía', 'aérea', 'La', 'fotografía', 'se', 'intenta', 'asemejar', 'al', 'típico', 'ejercicio', 'infantil', 'de', 'unir', 'los', 'puntos', 'para', 'dibujar', 'una', 'forma', 'En', 'este', 'caso', 'las', 'personas', 'con', 'sombrero', 'son', 'los', 'puntos', 'y', 'uniendo', 'la', 'linea', 'imaginaria', 'entre', 'puntos', 'dibujarían', 'la', 'forma', 'de', 'un', 'sombrero']	['un', 'artista', 'convoca', 'multitud', 'personas', 'sombrero', 'explanada', 'tomar', 'fotografía', 'aérea', 'la', 'fotografía', 'intenta', 'asemejar', 'típico', 'ejercicio', 'infantil', 'unir', 'puntos', 'dibujar', 'forma', 'en', 'caso', 'personas', 'sombrero', 'puntos', 'uniendo', 'linea', 'imaginaria', 'puntos', 'dibujarían', 'forma', 'sombrero']	['un', 'artist', 'convoc', 'multitud', 'person', 'sombrer', 'explan', 'tom', 'fotograf', 'aere', 'la', 'fotograf', 'intent', 'asemej', 'tipic', 'ejercici', 'infantil', 'unir', 'punt', 'dibuj', 'form', 'en', 'cas', 'person', 'sombrer', 'punt', 'uniend', 'line', 'imaginari', 'punt', 'dibuj', 'form', 'sombrer']
Debido a un incendio, una familia de pájaros comienzan un viaje para buscar un nuevo asentamiento.	NoAlex	11	42.0	19.0	11.0	12.0	NoAlex-11	['Debido', 'a', 'un', 'incendio', 'una', 'familia', 'de', 'pájaros', 'comienzan', 'un', 'viaje', 'para', 'buscar', 'un', 'nuevo', 'asentamiento']	['debido', 'incendio', 'familia', 'pájaros', 'comienzan', 'viaje', 'buscar', 'nuevo', 'asentamiento']	['deb', 'incendi', 'famili', 'pajar', 'comienz', 'viaj', 'busc', 'nuev', 'asent']
Un hombre llora desconsolado porque inevitablemente se tiene que marchar de viaje a un lugar lejano y posiblemente no vuelva a ver a su amada. Decide irse sin despertarla, para evitar una dolorosa despedida.	NoAlex	13HM	42.0	19.0	11.0	12.0	NoAlex-13HM	['Un', 'hombre', 'llora', 'desconsolado', 'porque', 'inevitablemente', 'se', 'tiene', 'que', 'marchar', 'de', 'viaje', 'a', 'un', 'lugar', 'lejano', 'y', 'posiblemente', 'no', 'vuelva', 'a', 'ver', 'a', 'su', 'amada', 'Decide', 'irse', 'sin', 'despertarla', 'para', 'evitar', 'una', 'dolorosa', 'despedida']	['un', 'hombre', 'llora', 'desconsolado', 'inevitablemente', 'marchar', 'viaje', 'lugar', 'lejano', 'posiblemente', 'vuelva', 'ver', 'amada', 'decide', 'irse', 'despertarla', 'evitar', 'dolorosa', 'despedida']	['un', 'hombr', 'llor', 'desconsol', 'inevit', 'march', 'viaj', 'lug', 'lejan', 'posibl', 'vuelv', 'ver', 'amad', 'decid', 'irse', 'despert', 'evit', 'dolor', 'desped']
Es un niño que está aburrido, está cansado de tocar el violín 	NoAlex	1	37.0	14.0	10.0	13.0	NoAlex-1	['Es', 'un', 'niño', 'que', 'está', 'aburrido', 'está', 'cansado', 'de', 'tocar', 'el', 'violín']	['es', 'niño', 'aburrido', 'cansado', 'tocar', 'violín']	['es', 'niñ', 'aburr', 'cans', 'toc', 'violin']
Esta imagen refleja a varios hombres en el descanso de su trabajo, echándose la siesta en el campo, tapándose de los rayos del sol	NoAlex	9VH	37.0	14.0	10.0	13.0	NoAlex-9VH	['Esta', 'imagen', 'refleja', 'a', 'varios', 'hombres', 'en', 'el', 'descanso', 'de', 'su', 'trabajo', 'echándose', 'la', 'siesta', 'en', 'el', 'campo', 'tapándose', 'de', 'los', 'rayos', 'del', 'sol']	['esta', 'imagen', 'refleja', 'varios', 'hombres', 'descanso', 'trabajo', 'echándose', 'siesta', 'campo', 'tapándose', 'rayos', 'sol']	['esta', 'imag', 'reflej', 'vari', 'hombr', 'descans', 'trabaj', 'echandos', 'siest', 'camp', 'tap', 'ray', 'sol']
en esta imagen veo una cascada con rocas alrededor 	NoAlex	11	37.0	14.0	10.0	13.0	NoAlex-11	['en', 'esta', 'imagen', 'veo', 'una', 'cascada', 'con', 'rocas', 'alrededor']	['imagen', 'veo', 'cascada', 'rocas', 'alrededor']	['imag', 'veo', 'casc', 'roc', 'alrededor']
La imagen representa a una mujer enferma, y su marido cansado por estar día y noche cuidando de ella	NoAlex	13HM	37.0	14.0	10.0	13.0	NoAlex-13HM	['La', 'imagen', 'representa', 'a', 'una', 'mujer', 'enferma', 'y', 'su', 'marido', 'cansado', 'por', 'estar', 'día', 'y', 'noche', 'cuidando', 'de', 'ella']	['la', 'imagen', 'representa', 'mujer', 'enferma', 'marido', 'cansado', 'día', 'noche', 'cuidando']	['la', 'imag', 'represent', 'muj', 'enferm', 'mar', 'cans', 'dia', 'noch', 'cuid']
un niño que tenía que ir q clases de violín todos los días después del cole porque sus padres querían que fuera un buen violinista pero  a el no le gustaba nada y esta desmotivado 	NoAlex	1	49.0	19.0	13.0	17.0	NoAlex-1	['un', 'niño', 'que', 'tenía', 'que', 'ir', 'q', 'clases', 'de', 'violín', 'todos', 'los', 'días', 'después', 'del', 'cole', 'porque', 'sus', 'padres', 'querían', 'que', 'fuera', 'un', 'buen', 'violinista', 'pero', 'a', 'el', 'no', 'le', 'gustaba', 'nada', 'y', 'esta', 'desmotivado']	['niño', 'ir', 'q', 'clases', 'violín', 'días', 'después', 'cole', 'padres', 'querían', 'buen', 'violinista', 'gustaba', 'desmotivado']	['niñ', 'ir', 'q', 'clas', 'violin', 'dias', 'despues', 'col', 'padr', 'quer', 'buen', 'violin', 'gust', 'desmotiv']
un grupo de amigos que se fueron a comer y a pasar el día al campo y ahora se están echando una siesta después de tomar una copas 	NoAlex	9VH	49.0	19.0	13.0	17.0	NoAlex-9VH	['un', 'grupo', 'de', 'amigos', 'que', 'se', 'fueron', 'a', 'comer', 'y', 'a', 'pasar', 'el', 'día', 'al', 'campo', 'y', 'ahora', 'se', 'están', 'echando', 'una', 'siesta', 'después', 'de', 'tomar', 'una', 'copas']	['grupo', 'amigos', 'comer', 'pasar', 'día', 'campo', 'ahora', 'echando', 'siesta', 'después', 'tomar', 'copas']	['grup', 'amig', 'com', 'pas', 'dia', 'camp', 'ahor', 'echand', 'siest', 'despues', 'tom', 'cop']
un puente en ruinas entre una montaña y una cascada y un grupo de personas caminando entre las montañas	NoAlex	11	49.0	19.0	13.0	17.0	NoAlex-11	['un', 'puente', 'en', 'ruinas', 'entre', 'una', 'montaña', 'y', 'una', 'cascada', 'y', 'un', 'grupo', 'de', 'personas', 'caminando', 'entre', 'las', 'montañas']	['puente', 'ruinas', 'montaña', 'cascada', 'grupo', 'personas', 'caminando', 'montañas']	['puent', 'ruin', 'montañ', 'casc', 'grup', 'person', 'camin', 'montañ']
un hombre que acaba de matar a su mujer porque estaba sufriendo mucho porque estaba muy enferma 	NoAlex	13HM	49.0	19.0	13.0	17.0	NoAlex-13HM	['un', 'hombre', 'que', 'acaba', 'de', 'matar', 'a', 'su', 'mujer', 'porque', 'estaba', 'sufriendo', 'mucho', 'porque', 'estaba', 'muy', 'enferma']	['hombre', 'acaba', 'matar', 'mujer', 'sufriendo', 'enferma']	['hombr', 'acab', 'mat', 'muj', 'sufr', 'enferm']
un Niño cansado de estudiar y presionado por sus padres. Está triste porque se siente incomprendido. Siente que da lo mejor de él y que nadie se lo valora	NoAlex	1	40.0	12.0	10.0	18.0	NoAlex-1	['un', 'Niño', 'cansado', 'de', 'estudiar', 'y', 'presionado', 'por', 'sus', 'padres', 'Está', 'triste', 'porque', 'se', 'siente', 'incomprendido', 'Siente', 'que', 'da', 'lo', 'mejor', 'de', 'él', 'y', 'que', 'nadie', 'se', 'lo', 'valora']	['niño', 'cansado', 'estudiar', 'presionado', 'padres', 'está', 'triste', 'incomprendido', 'siente', 'da', 'mejor', 'nadie', 'valora']	['niñ', 'cans', 'estudi', 'presion', 'padr', 'esta', 'trist', 'incomprend', 'sient', 'da', 'mejor', 'nadi', 'valor']
Grupo de amigos después de una noche de diversión. Están cansados y uno de ellos está triste porque lo ha dejado con su pareja 	NoAlex	9VH	40.0	12.0	10.0	18.0	NoAlex-9VH	['Grupo', 'de', 'amigos', 'después', 'de', 'una', 'noche', 'de', 'diversión', 'Están', 'cansados', 'y', 'uno', 'de', 'ellos', 'está', 'triste', 'porque', 'lo', 'ha', 'dejado', 'con', 'su', 'pareja']	['grupo', 'amigos', 'después', 'noche', 'diversión', 'están', 'cansados', 'triste', 'dejado', 'pareja']	['grup', 'amig', 'despues', 'noch', 'diversion', 'estan', 'cans', 'trist', 'dej', 'parej']
Hombre desolado porque se ha encontrado a su mujer fallecida	NoAlex	13HM	40.0	12.0	10.0	18.0	NoAlex-13HM	['Hombre', 'desolado', 'porque', 'se', 'ha', 'encontrado', 'a', 'su', 'mujer', 'fallecida']	['hombre', 'desolado', 'encontrado', 'mujer', 'fallecida']	['hombr', 'desol', 'encontr', 'muj', 'fallec']
Un niño al que sus padres le han obligado a tocar el violin. A él no le gusta	NoAlex	1	40.0	17.0	10.0	13.0	NoAlex-1	['Un', 'niño', 'al', 'que', 'sus', 'padres', 'le', 'han', 'obligado', 'a', 'tocar', 'el', 'violin', 'A', 'él', 'no', 'le', 'gusta']	['un', 'niño', 'padres', 'obligado', 'tocar', 'violin', 'a', 'gusta']	['un', 'niñ', 'padr', 'oblig', 'toc', 'violin', 'a', 'gust']
Unos militares descansando tras un día duro	NoAlex	9VH	40.0	17.0	10.0	13.0	NoAlex-9VH	['Unos', 'militares', 'descansando', 'tras', 'un', 'día', 'duro']	['unos', 'militares', 'descansando', 'tras', 'día', 'duro']	['unos', 'militar', 'descans', 'tras', 'dia', 'dur']
Una cansada rodeada de árboles 	NoAlex	11	40.0	17.0	10.0	13.0	NoAlex-11	['Una', 'cansada', 'rodeada', 'de', 'árboles']	['una', 'cansada', 'rodeada', 'árboles']	['una', 'cans', 'rod', 'arbol']
Un hombre que al levantarse se arrepiente de haber dormido con la mujer que se encuentra tumbada en la cama	NoAlex	13HM	40.0	17.0	10.0	13.0	NoAlex-13HM	['Un', 'hombre', 'que', 'al', 'levantarse', 'se', 'arrepiente', 'de', 'haber', 'dormido', 'con', 'la', 'mujer', 'que', 'se', 'encuentra', 'tumbada', 'en', 'la', 'cama']	['un', 'hombre', 'levantarse', 'arrepiente', 'haber', 'dormido', 'mujer', 'encuentra', 'tumbada', 'cama']	['un', 'hombr', 'levant', 'arrepient', 'hab', 'dorm', 'muj', 'encuentr', 'tumb', 'cam']
Carlito tiene 10 años, y toca el violín muy a menudo. Resulta que su profesor de siempre ha tenido que irse fuera del país porque le ha surgido una muy buena oportunidad. El profesor que ahora le da las clases es muy borde y no le gusta para nada. No sabe qué hacer, si dejar de tocar el violín, o aguantarle	NoAlex	1	45.0	18.0	9.0	18.0	NoAlex-1	['Carlito', 'tiene', '10', 'años', 'y', 'toca', 'el', 'violín', 'muy', 'a', 'menudo', 'Resulta', 'que', 'su', 'profesor', 'de', 'siempre', 'ha', 'tenido', 'que', 'irse', 'fuera', 'del', 'país', 'porque', 'le', 'ha', 'surgido', 'una', 'muy', 'buena', 'oportunidad', 'El', 'profesor', 'que', 'ahora', 'le', 'da', 'las', 'clases', 'es', 'muy', 'borde', 'y', 'no', 'le', 'gusta', 'para', 'nada', 'No', 'sabe', 'qué', 'hacer', 'si', 'dejar', 'de', 'tocar', 'el', 'violín', 'o', 'aguantarle']	['carlito', '10', 'años', 'toca', 'violín', 'menudo', 'resulta', 'profesor', 'siempre', 'irse', 'país', 'surgido', 'buena', 'oportunidad', 'el', 'profesor', 'ahora', 'da', 'clases', 'borde', 'gusta', 'no', 'sabe', 'hacer', 'si', 'dejar', 'tocar', 'violín', 'aguantarle']	['carlit', '10', 'años', 'toc', 'violin', 'menud', 'result', 'profesor', 'siempr', 'irse', 'pais', 'surg', 'buen', 'oportun', 'el', 'profesor', 'ahor', 'da', 'clas', 'bord', 'gust', 'no', 'sab', 'hac', 'si', 'dej', 'toc', 'violin', 'aguant']
Tras varias semanas trabajando sin parar en la granja de su tio abuelo, porfín acabaron de reformar el granero. Los primeros Dalton, para celebrarlo se fueron al bar del pueblo a celebrarlo. A la mañana siguiente, les encontraron dormidos en la finca del vecino, con una resaca del copón.	NoAlex	9VH	45.0	18.0	9.0	18.0	NoAlex-9VH	['Tras', 'varias', 'semanas', 'trabajando', 'sin', 'parar', 'en', 'la', 'granja', 'de', 'su', 'tio', 'abuelo', 'porfín', 'acabaron', 'de', 'reformar', 'el', 'granero', 'Los', 'primeros', 'Dalton', 'para', 'celebrarlo', 'se', 'fueron', 'al', 'bar', 'del', 'pueblo', 'a', 'celebrarlo', 'A', 'la', 'mañana', 'siguiente', 'les', 'encontraron', 'dormidos', 'en', 'la', 'finca', 'del', 'vecino', 'con', 'una', 'resaca', 'del', 'copón']	['tras', 'varias', 'semanas', 'trabajando', 'parar', 'granja', 'tio', 'abuelo', 'porfín', 'acabaron', 'reformar', 'granero', 'los', 'primeros', 'dalton', 'celebrarlo', 'bar', 'pueblo', 'celebrarlo', 'a', 'mañana', 'siguiente', 'encontraron', 'dormidos', 'finca', 'vecino', 'resaca', 'copón']	['tras', 'vari', 'seman', 'trabaj', 'par', 'granj', 'tio', 'abuel', 'porfin', 'acab', 'reform', 'graner', 'los', 'primer', 'dalton', 'celebr', 'bar', 'puebl', 'celebr', 'a', 'mañan', 'siguient', 'encontr', 'dorm', 'finc', 'vecin', 'resac', 'copon']
Dos pájaros amigos deciden ir de excursión un día de niebla, resulta que a uno de ellos se le había enganchado un troco de basura a una ala, y estaban buscando a un pájaro curandero para sacárselo. Tenían que subir inumerables cuestas y pasar muchos puentes como el que se ve en la imagen. Era una aventura de no olvidar. 	NoAlex	11	45.0	18.0	9.0	18.0	NoAlex-11	['Dos', 'pájaros', 'amigos', 'deciden', 'ir', 'de', 'excursión', 'un', 'día', 'de', 'niebla', 'resulta', 'que', 'a', 'uno', 'de', 'ellos', 'se', 'le', 'había', 'enganchado', 'un', 'troco', 'de', 'basura', 'a', 'una', 'ala', 'y', 'estaban', 'buscando', 'a', 'un', 'pájaro', 'curandero', 'para', 'sacárselo', 'Tenían', 'que', 'subir', 'inumerables', 'cuestas', 'y', 'pasar', 'muchos', 'puentes', 'como', 'el', 'que', 'se', 've', 'en', 'la', 'imagen', 'Era', 'una', 'aventura', 'de', 'no', 'olvidar']	['dos', 'pájaros', 'amigos', 'deciden', 'ir', 'excursión', 'día', 'niebla', 'resulta', 'enganchado', 'troco', 'basura', 'ala', 'buscando', 'pájaro', 'curandero', 'sacárselo', 'tenían', 'subir', 'inumerables', 'cuestas', 'pasar', 'puentes', 've', 'imagen', 'era', 'aventura', 'olvidar']	['dos', 'pajar', 'amig', 'decid', 'ir', 'excursion', 'dia', 'niebl', 'result', 'enganch', 'troc', 'basur', 'ala', 'busc', 'pajar', 'curander', 'sac', 'ten', 'sub', 'inumer', 'cuest', 'pas', 'puent', 've', 'imag', 'era', 'aventur', 'olvid']
Se levantó Jaime por la mañana sin poder creer lo que acaba de pasar, su mujer, su esposa desde hace 15 años había fallecido de la noche a la mañana. Madre mia, querría por todos los medios que eso fuera un sueño, pero no era así. Cómo se lo pensaba decir a las niñas, y sus padres... Qué horrible. 	NoAlex	13HM	45.0	18.0	9.0	18.0	NoAlex-13HM	['Se', 'levantó', 'Jaime', 'por', 'la', 'mañana', 'sin', 'poder', 'creer', 'lo', 'que', 'acaba', 'de', 'pasar', 'su', 'mujer', 'su', 'esposa', 'desde', 'hace', '15', 'años', 'había', 'fallecido', 'de', 'la', 'noche', 'a', 'la', 'mañana', 'Madre', 'mia', 'querría', 'por', 'todos', 'los', 'medios', 'que', 'eso', 'fuera', 'un', 'sueño', 'pero', 'no', 'era', 'así', 'Cómo', 'se', 'lo', 'pensaba', 'decir', 'a', 'las', 'niñas', 'y', 'sus', 'padres', 'Qué', 'horrible']	['se', 'levantó', 'jaime', 'mañana', 'poder', 'creer', 'acaba', 'pasar', 'mujer', 'esposa', 'hace', '15', 'años', 'fallecido', 'noche', 'mañana', 'madre', 'mia', 'querría', 'medios', 'sueño', 'así', 'cómo', 'pensaba', 'decir', 'niñas', 'padres', 'qué', 'horrible']	['se', 'levant', 'jaim', 'mañan', 'pod', 'cre', 'acab', 'pas', 'muj', 'espos', 'hac', '15', 'años', 'fallec', 'noch', 'mañan', 'madr', 'mia', 'querr', 'medi', 'sueñ', 'asi', 'com', 'pens', 'dec', 'niñ', 'padr', 'que', 'horribl']
Un niño que quería aprender a tocar el Violín y estaba triste por no poder escuchar su sonido debido a su problema de audición, de ahí su tristeza	NoAlex	1	46.0	15.0	14.0	17.0	NoAlex-1	['Un', 'niño', 'que', 'quería', 'aprender', 'a', 'tocar', 'el', 'Violín', 'y', 'estaba', 'triste', 'por', 'no', 'poder', 'escuchar', 'su', 'sonido', 'debido', 'a', 'su', 'problema', 'de', 'audición', 'de', 'ahí', 'su', 'tristeza']	['un', 'niño', 'quería', 'aprender', 'tocar', 'violín', 'triste', 'poder', 'escuchar', 'sonido', 'debido', 'problema', 'audición', 'ahí', 'tristeza']	['un', 'niñ', 'quer', 'aprend', 'toc', 'violin', 'trist', 'pod', 'escuch', 'son', 'deb', 'problem', 'audicion', 'ahi', 'tristez']
Una cuadrilla de trabajadores agrícolas que descansan la siesta a la sombra de un árbol después de una dura mañana de trabajo a pleno sol. 	NoAlex	9VH	46.0	15.0	14.0	17.0	NoAlex-9VH	['Una', 'cuadrilla', 'de', 'trabajadores', 'agrícolas', 'que', 'descansan', 'la', 'siesta', 'a', 'la', 'sombra', 'de', 'un', 'árbol', 'después', 'de', 'una', 'dura', 'mañana', 'de', 'trabajo', 'a', 'pleno', 'sol']	['una', 'cuadrilla', 'trabajadores', 'agrícolas', 'descansan', 'siesta', 'sombra', 'árbol', 'después', 'dura', 'mañana', 'trabajo', 'pleno', 'sol']	['una', 'cuadrill', 'trabaj', 'agricol', 'descans', 'siest', 'sombr', 'arbol', 'despues', 'dur', 'mañan', 'trabaj', 'plen', 'sol']
Un bonito lugar escondido en el bosque pero de difícil acceso por sus piedras mojadas y resbaladizas por su impresionante cascada 	NoAlex	11	46.0	15.0	14.0	17.0	NoAlex-11	['Un', 'bonito', 'lugar', 'escondido', 'en', 'el', 'bosque', 'pero', 'de', 'difícil', 'acceso', 'por', 'sus', 'piedras', 'mojadas', 'y', 'resbaladizas', 'por', 'su', 'impresionante', 'cascada']	['un', 'bonito', 'lugar', 'escondido', 'bosque', 'difícil', 'acceso', 'piedras', 'mojadas', 'resbaladizas', 'impresionante', 'cascada']	['un', 'bonit', 'lug', 'escond', 'bosqu', 'dificil', 'acces', 'piedr', 'moj', 'resbaladiz', 'impresion', 'casc']
Un hombre que al volver de su trabajo encuentra a su mujer  muerta en la cama, se había suicidado con unas pastillas y él muestra su sufrimiento por no haberla podido ayudar antes 	NoAlex	13HM	46.0	15.0	14.0	17.0	NoAlex-13HM	['Un', 'hombre', 'que', 'al', 'volver', 'de', 'su', 'trabajo', 'encuentra', 'a', 'su', 'mujer', 'muerta', 'en', 'la', 'cama', 'se', 'había', 'suicidado', 'con', 'unas', 'pastillas', 'y', 'él', 'muestra', 'su', 'sufrimiento', 'por', 'no', 'haberla', 'podido', 'ayudar', 'antes']	['un', 'hombre', 'volver', 'trabajo', 'encuentra', 'mujer', 'muerta', 'cama', 'suicidado', 'unas', 'pastillas', 'muestra', 'sufrimiento', 'haberla', 'podido', 'ayudar']	['un', 'hombr', 'volv', 'trabaj', 'encuentr', 'muj', 'muert', 'cam', 'suicid', 'unas', 'pastill', 'muestr', 'sufrimient', 'hab', 'pod', 'ayud']
que encontró un violín que perteneció a su abuelo, despertando desde ese momento su inquietud por la música y su interés por aprender a tocarlo. 	Alex	1	70.0	28.0	20.0	22.0	Alex-1	['que', 'encontró', 'un', 'violín', 'que', 'perteneció', 'a', 'su', 'abuelo', 'despertando', 'desde', 'ese', 'momento', 'su', 'inquietud', 'por', 'la', 'música', 'y', 'su', 'interés', 'por', 'aprender', 'a', 'tocarlo']	['encontró', 'violín', 'perteneció', 'abuelo', 'despertando', 'momento', 'inquietud', 'música', 'interés', 'aprender', 'tocarlo']	['encontr', 'violin', 'pertenec', 'abuel', 'despert', 'moment', 'inquietud', 'music', 'interes', 'aprend', 'toc']
descansando en la pradera después de una dura jornada de trabajo 	Alex	9VH	70.0	28.0	20.0	22.0	Alex-9VH	['descansando', 'en', 'la', 'pradera', 'después', 'de', 'una', 'dura', 'jornada', 'de', 'trabajo']	['descansando', 'pradera', 'después', 'dura', 'jornada', 'trabajo']	['descans', 'prader', 'despues', 'dur', 'jorn', 'trabaj']
una excursión por la montaña entre barrancos y ríos turbulentos 	Alex	11	70.0	28.0	20.0	22.0	Alex-11	['una', 'excursión', 'por', 'la', 'montaña', 'entre', 'barrancos', 'y', 'ríos', 'turbulentos']	['excursión', 'montaña', 'barrancos', 'ríos', 'turbulentos']	['excursion', 'montañ', 'barranc', 'rios', 'turbulent']
