Text	AlexLabel	card	TAS20	F1	F2	F3	SubClass
se escuchaba que en el pueblo existía un tesoro enterrado en una mina escondida. Pablo que es un chico curioso y valiente se fue a la aventura de encontrar el tesoro perdido. Preguntando a los habitantes del pueblo empezó a recopilar información. Después de 3 días y 2 noches Pablo ya estaba cansado y se quedo dormido de bajo de un árbol. Cuando despertó se dio cuenta que algo a lo lejos brillaba, se acerco y encontró una mina viaje y abandonada. Pablo se armo de valor y entro, siguió el camino que lo llevaba a una zona muy tétrica pero no le importo y siguió ese brillo desconocido. Hasta que encontró el tesoro desconocido. Pablo muy feliz lo agarro y se lo llevo a su casa para mostrarla a su familia y con ello salir de la miseria. 	NoAlex	11	38.0	11.0	15.0	12.0	NoAlex-11
Marco es un doctor conocido de la ciudad.  Ana es una chica que cogió un virus raro cuando se fue de vacaciones en África. El esposo de Ana le hablo a Marco para que curara a su esposa porque no sabia que virus tenia y estaba muy mal. Tenia la piel blanca, no podía hablar ni comer. Inmediatamente Marco el doctor fue a ver a Ana, y se dio cuenta que estaba muy mal y que esa misma noche iba a morir. Marco le dio la mala noticia a al esposo para que se despidiera y pase sus últimos momentos juntos. 	NoAlex	13HM	38.0	11.0	15.0	12.0	NoAlex-13HM
es un niño pensando en cual es la respuesta de sus deberes porque no la sabe	NoAlex	1	40.0	16.0	9.0	15.0	NoAlex-1
soldados descansando 	NoAlex	9VH	40.0	16.0	9.0	15.0	NoAlex-9VH
hombre llorando porque su mujer ha muerto	NoAlex	13HM	40.0	16.0	9.0	15.0	NoAlex-13HM
Érase una vez un niño que debía acudir a clases de violín todas las tardes de la semana. No sabía si le gustaba realmente o no, pero sus padres le forzaban a hacerlo. Sus pensamientos divagaban en los juegos infantiles mientras la partitura y el violín que tenía enfrente se le hacían eternos. 	NoAlex	1	46.0	14.0	14.0	18.0	NoAlex-1
Varios hombres habían decidido descansar en medio del campo, sobre la hierba alta que acolchaba el suelo, exhaustos tras un duro día de jornada laboral. Nos situamos en los años 20, donde vistiendo de forma elegante, la jornada había representado intentar asaltar varios domicilios para conseguir comida para comer.	NoAlex	9VH	46.0	14.0	14.0	18.0	NoAlex-9VH
El fin del camino empedrado estaba cerca, si te caías morirías, entre otras cosas arrastrado por el agua y tras el impacto contra el muro. Nos encontrábamos en un lugar remoto, árido y poco apacible. No sentíamos confianza alguna y sólo queríamos huir.	NoAlex	11	46.0	14.0	14.0	18.0	NoAlex-11
Acababa de fallecer su mujer. Estaba desconsolado y no podía entender cómo había ocurrido de forma tan repentina. Ella yacía en la cama sin apenas vestimenta. Al menos había muerto feliz, pero el tiempo se había desvanecido demasiado pronto.	NoAlex	13HM	46.0	14.0	14.0	18.0	NoAlex-13HM
Érase una vez un niño al que no le gustaba la música pero sus padres le obligaban a recibir clases de violín y el se sentia muy frustrado.	Alex	1	69.0	22.0	20.0	27.0	Alex-1
Érase una vez un campesino que durante las horas de sol, dormia y descansaba, sus compañeros le llamaban holgazan, o que ellos no sabían era que en las horas frescasde la mañan y durante el atardecer, con las energías renovadas, realizaba el doble de trabajo que sus compañeros a plena luz del sol. Aunque escuchaba habladurias, el no le afectaba, pq era consciente de su buen hacer. 	Alex	9VH	69.0	22.0	20.0	27.0	Alex-9VH
"Érase una ve un lugar maravilloso, donde la mano del hombre nunca había llegado, la naturaleza se habia encargado de poner todo en su sitio, así todos  todos los elementos interactúaban y cooperaban entre sí para mantener y mejorar su habitat. Hasta que vino un hombre y decidió que queria vivir allí, lo primero que hizo fue ""matar unos cuantos arboles para construir su cabaña, eso hizo que el r´io se secara y murieran aves y peces, que quizas le hubiesen servido de alimento,y no solo a él sinoa otras especies, que al no encontrar ni hierb ni comida, fueron alejandose y desapareciendo, depues de que el hombre, sin ser consciente de el daño que habia hecho, un dia miro a su alrededor y vio que de aquel paraje no quedaba nada,, le atribuyo a la mala suerte y le hecho la culpa a Dios, a los animales, al rio, pero nunca vio hacia si mismo."	Alex	11	69.0	22.0	20.0	27.0	Alex-11
Érase una vez un hombre que no amaba a su mujer, fingía que lo hacía y trataba de engañarse a si mismo, pero en cuanto tenía oportunidad escapaba de ella para buscar otros placeres, en el fondo se sentía mal por ella pero no tenía la valentía de decircelo por temor a hacerle daño, sin percatarse que ya lo estaba haciendo. 	Alex	13HM	69.0	22.0	20.0	27.0	Alex-13HM
El niño estaba sangrando por la boca porque se había mordido los labios, de la rabia que le daba tener que tocar el violín.	Alex	1	55.0	15.0	20.0	15.0	Alex-1
Se habían pasado todo el día corriendo y jugando entre ellos. Ahora se han parado para dormir, porque están agotados de las sensaciones que han tenido antes.	Alex	9VH	55.0	15.0	20.0	15.0	Alex-9VH
Hay unos toros que están enfadados y se preparan para atacar. Van a bajar todos corriendo por la cuesta y si pillan a alguien lo más seguro que es que lo maten.	Alex	11	55.0	15.0	20.0	15.0	Alex-11
Un señor que se arrepiente de haber matado a su mujer. Está pensando en que se tiene que entregar ahora a la policía y explicar lo que ha pasado.	Alex	13HM	55.0	15.0	20.0	15.0	Alex-13HM
