code;card;hum;mode;time;G-score;G-magnitude;Azure-TA;Text;Text-EN
21c2ce5748e4910fb1e9addfa6bb0e3e;13HM;2;W;1738509;-0,1;4,7;0,41;Vaya resaca más mala! Anoche el Rubius se bebió hasta el jarabe de la tos. Todo le salió rodado, bailaba con las chicas más guapas, era el alma del karaoke, todo el mundo quería compadrear con él. O eso pensaba él, bajo los efectos del ron. Hasta ligó con una chica y se fue a la cama con ella. Fue el rey del mundo! Pero ay, pobre de él a la mañana siguiente...¡qué dolor de cabeza! ¡Qué ganas de vomitar! Y esta chica era más guapa anoche con 5 copas de ron...El Rubius jura y perjura que no volverá a beber. Volvió a emborracharse la noche siguiente.;Go hangover more bad! Last night the Rubius drank up the cough syrup. Everything rolled out, he danced with the most beautiful girls, he was the soul of karaoke, everyone wanted to share with him. Or so he thought, under the effects of rum. He even flirted with a girl and went to bed with her. He was the king of the world! But alas, poor him the next morning ... what a headache! What a desire to vomit! And this girl was prettier last night with 5 glasses of rum ... The Rubius swears and perjures that he will not drink again. He got drunk again the next night.
0496b449d5006fe4c1bcc37a208a0e00;1;1;W;1407142;0,6;1,2;0,63;un violín q no quería sonar y Carlitos q confiaba en él y sabía q sus cuerdas robustas pero suaves, tensas y firmes sólo necesitaban q una persona les diera el cariño y el amor suficiente para q empezara a emitir algunas notas. Hoy Carlitos como todas las mañanas se quedó mirándole y esperando q confiara en él para poder empezar a acariciar sus cuerdas y su mástil con todo el amor q Carlos tenía en su interior.;a violin that did not want to sound and Carlitos trusted him and knew that his robust but soft, tense and firm strings only needed that a person gave them affection and love enough so that he began to emit some notes. Today, as every morning, Carlitos kept looking at him and hoping that he would trust him to start caressing his ropes and his mast with all the love that Carlos had inside him.
0496b449d5006fe4c1bcc37a208a0e00;9VH;4;W;1407142;0,5;1,5;0,7;un día de campo de q pasamos Todos mis amigos y sus padres, fue lo q los mayores llamarían ... un día de hombres !!!!!! Jajaja q ilusión nos hizo ..... lo mejor de todo fue la organización y la ilusión de prepararlo, disfrutar del camino es lo importante;a field day that we spent all my friends and their parents, it was what the elders would call ... a day of men !!!!!! Hahaha that we made illusion ..... the best thing of all was the organization and the illusion of preparing it, enjoy the way is important
0496b449d5006fe4c1bcc37a208a0e00;11;0;W;1407142;0,8;0,8;0,7; un día en q nos decidimos a aventurarnos en un viaje a el interior de la naturaleza.... para encontrar La Paz y la turbulencia de una cascada pero no por eso menos bella.;One day we decided to venture on a trip to the interior of nature .... to find La Paz and the turbulence of a waterfall but no less beautiful.
0496b449d5006fe4c1bcc37a208a0e00;13HM;2;W;1407142;0,3;1,1;0,48;la historia de un hombre enamorado de sí mismo y aunque enamoraba a las mujeres solo por diversión , jamás pensó q un día podría querer tanto a una,  como para sufrir por su pérdida. Hoy es el día q Ángels me dejó y ahora no quiero ver mi futuro sin ella. ;the story of a man in love with himself and although he fell in love with women just for fun, he never thought that one day he could love one so much as to suffer for his loss. Today is the day that Ángels left me and now I do not want to see my future without her.
3617deeecc419db6fc339e72c2b6d699;1;1;W;157389;-0,7;0,7;0,12;Un niño muy aburrido;A very boring child
3617deeecc419db6fc339e72c2b6d699;9VH;4;W;157389;0,4;0,4;0,52;Unos amigos que descansaban después de trabajar;Some friends who rested after work
3617deeecc419db6fc339e72c2b6d699;11;0;W;157389;0;0;0,53;un camino cortado porque la montaña se cayó. ;a path cut off because the mountain fell.
3617deeecc419db6fc339e72c2b6d699;13HM;2;W;157389;0;0;0,63;Un hombre que encontró a su mujer muerta ;A man who found his wife dead
49754e295b3525d410df129abc818e4d;1;1;W;272250;-0,7;0,7;0,33;Un niño al que le obligaban a tocar un instrumento, cuando en realidad quería salir a jugar.;A child who was forced to play an instrument, when in reality he wanted to go out and play.
49754e295b3525d410df129abc818e4d;9VH;4;W;272250;0;0;0,61;Un grupo de exploradores que decidieron acampar en mitad del camino.;A group of explorers who decided to camp in the middle of the road.
49754e295b3525d410df129abc818e4d;11;0;W;272250;0,6;0,6;1;Un camino en mitad del bosque que te lleva al mejor mirador del mundo.;A path in the middle of the forest that takes you to the best viewpoint in the world.
49754e295b3525d410df129abc818e4d;13HM;2;W;272250;0;0,1;0,32;Un hombre que encuentra a su mujer muerta, se había suicidado. Él se siente culpable por no haber pasado el suficiente tiempo con ella.;A man who finds his wife dead, had committed suicide. He feels guilty for not spending enough time with her.
bf8f34a4129fa8fa2f5cbf165738bbef;1;1;W;1278256;0,1;1,7;0,52;un niño que su único amigo era un violín. Muchas vezes compartia con el tristezas, y las contestaciones eran en forma de canción, transmutando asi su dolor en arte. También compartía alegrías que comemoradas con música hacían con que un día vulgar les parecerá una fiesta. Era una amistad real y duradera! ;a boy whose only friend was a violin. Many times he shared with the sadness, and the answers were in the form of a song, thus transmuting his pain into art. He also shared the joys that came with music made with a vulgar day seem a party. It was a real and lasting friendship!
bf8f34a4129fa8fa2f5cbf165738bbef;9VH;4;W;1278256;0;1,5;0,56;un grupo de amigos que les gustaban las aventuras. Se juntaban y salían para conocer los campos y no les importaban donde dormir, siempre y cuando estuvieron juntos !;A group of friends who liked adventures. They got together and went out to get to know the fields and they did not care where to sleep, as long as they were together!
bf8f34a4129fa8fa2f5cbf165738bbef;11;0;W;1278256;-0,5;1,1;0,5;un bosque que siempre aparecía en mis pesadillas.  Era oscura y no podía saber bien lo que tenía por delante, eran árboles que parecía tener cara, caminos que desaparecían ;a forest that always appeared in my nightmares. It was dark and I could not know what was ahead, it was trees that seemed to have a face, paths that disappeared
bf8f34a4129fa8fa2f5cbf165738bbef;13HM;2;W;1278256;-0,2;0,2;0,44;una pareja que cuando el marido se iba a trabajar su esposa si quedaba dormida y el le costaba mucho abrir los ojos . ;a couple that when the husband went to work his wife if she fell asleep and he had a hard time opening his eyes.
57898b30241309715d46653b53967650;1;1;W;494553;-0,2;1,2;0,13;Un objeto tonto e inútil que no sirve de nada,solo para molestar y quitarme tiempo. Yo,lo que quiero realmente hacer son malabares,y trabajar en un circo!;A silly and useless object that is useless, just to annoy and take away time. Me, what I really want to do is juggle, and work in a circus!
57898b30241309715d46653b53967650;9VH;4;W;494553;-0,2;0,2;0,39;Unos hombres cansados de tanto campo,de madrugar y descansar poco,de tanto sol y poca comida.;Men tired of so much countryside, early riser and little rest, of so much sun and little food.
57898b30241309715d46653b53967650;11;0;W;494553;0,3;0,7;0,51;Una cascada escondida en plena sierra,y un camino peligroso que conducía a ella. Era la única forma de atravesar el puente hacia el otro lado del río.;A waterfall hidden in the mountain range, and a dangerous road that led to it. It was the only way to cross the bridge to the other side of the river.
57898b30241309715d46653b53967650;13HM;2;W;494553;-0,6;0,6;0;Un arrepentimiento,una tortura y un dolor del que no iba a poder escapar jamás.;A repentance, a torture and a pain that I would never escape.
b503902cc1fffcb77c2eb8da5148e64d;1;1;W;469670;-0,2;1;0,62;Dejó el violín encima de la mesa y posó su mirada sobre él. Sentía una mezcla de desprecio y misterio.;He left the violin on the table and laid his eyes on it. I felt a mixture of contempt and mystery.
b503902cc1fffcb77c2eb8da5148e64d;9VH;4;W;469670;-0,3;0,7;0,4;Eran las 15h. Habían trabajado duramente durante toda la mañana. Esperaban el viaje de vuelta a sus casas mientras descansaban plácidamente.;It was 3:00 p.m. They had worked hard all morning. They waited for the trip back to their houses while they rested peacefully.
b503902cc1fffcb77c2eb8da5148e64d;11;0;W;469670;0;0,6;0,65;Para llegar al interior de la cueva había que atravesar un estrecho puente. Allí a lo alto, se veía una hilera de gente entrando en la oquedad de la roca. Pero, ¿sabían a donde iban realmente?;To get inside the cave, you had to cross a narrow bridge. There on high, there was a row of people entering the hollow of the rock. But did they know where they really went?
b503902cc1fffcb77c2eb8da5148e64d;13HM;2;W;469670;0;0,6;0,51;Se levantó y se vistió. A su lado ella seguía durmiendo. Tenían el tiempo justo para coger el avión. Para cuándo ella se despertara él ya estaría volando. No se verían más.;He got up and dressed. Beside her she was still sleeping. They had just enough time to catch the plane. By the time she woke up he would already be flying. They would not see each other anymore.
1057c3565f4c5b60e4765746d2e475ef;1;1;W;1509385;0;1,2;0,51;"Erase una vez un niño al que regalaron un violín. Después de agradecer el preciado regalo a sus tíoss cogió el violín y se lo llevó  su habitación. Alli, sentado en su escritlrio, miraba y remiraba aquel violín mientras se preguntaba "" ¿Por qué no me habrán comprado el microscopio que había pedido?"" ";"Once upon a time there was a child who was given a violin. After thanking the precious gift to his uncles, he took the violin and took it to his room. There, sitting on his desk, he watched and remixed that violin while he asked himself, ""Why did not they buy me the microscope that I had ordered?"""
1057c3565f4c5b60e4765746d2e475ef;9VH;4;W;1509385;0,2;1;0,57;Érase una vez cuatro amigos que salieron a bailar. Y bailaron. Y rieron. Y al día siguiente la hierba acogió, cómplice, su descanso.;Once upon a time there were four friends who went out to dance. And they danced. And they laughed. And the next day the grass welcomed, his accomplice, his rest.
1057c3565f4c5b60e4765746d2e475ef;11;0;W;1509385;-0,7;0,7;0,68;Érase una vez un barco velero que, cegado por el brillo del faro, se deshizo contra el espigón empujado por la furia del mar.;Once upon a time there was a sailing ship that, blinded by the brightness of the lighthouse, fell apart against the jetty pushed by the fury of the sea.
1057c3565f4c5b60e4765746d2e475ef;13HM;2;W;1509385;-0,3;0,9;0,24;"Érase una vez un pobre hombre, pobre, que compungido le decía a su mu mujer, a esa que ya no quería ser su esposa ""mira lo que me has hecho hacer""
";"Once upon a time there was a poor man, poor man, who said to his wife, I did not want to be his wife ""."" Look what you have made me do """
aaa33e2e775930e2dabe54f8cb8bd08d;1;1;W;246482;0,4;0,4;0,63;Érase un niño que se aburría tanto en sus clases de música que se dedicaba a dormir y soñar con jugar al aire libre.;There was a child who was so bored in his music lessons that he used to sleep and dream of playing outside.
aaa33e2e775930e2dabe54f8cb8bd08d;9VH;4;W;246482;0,1;0,1;0,44;Así era la vida de los hombres del campo antiguamente, compañeros que compartían todo, hasta el descanso;This was the life of the men of the field formerly, companions who shared everything, until the rest
aaa33e2e775930e2dabe54f8cb8bd08d;11;0;W;246482;0;0,3;0,47;Y las niñas habían quedado atrapadas en la cascada, les había sorprendido la crecida del río paseando por el bosque, ahora tenían q esperar hasta q alguien las encontrará y rescatarse.;And the girls had been trapped in the waterfall, had been surprised by the flood of the river walking through the forest, now they had to wait until someone would find and rescue them.
aaa33e2e775930e2dabe54f8cb8bd08d;13HM;2;W;246482;0,2;0,2;0,57;No podía creer lo q había hecho, la había matado con mis propias manos, a ella a la mujer que amaba.;I could not believe what I had done, I had killed her with my own hands, she had killed the woman I loved.
fa92d4edba435481e1054c69078c5389;1;1;W;640308;-0,4;1,9;0,43;Érase una vez un niño que al que le obligaban tocar el violín. A él le gustaba la música, pero no era muy bueno tocando instrumentos y sus padres le obligaban a ir al conservatorio y tomar clases de música, pero a él le daba vergüenza hacerlo delante de sus amigos. Y al llegar a casa, cuando tenía que estudiar las partituras, se aburría y agobiaba a la vez. ;Once upon a time there was a child who was forced to play the violin. He liked music, but he was not very good at playing instruments and his parents forced him to go to the conservatory and take music lessons, but he was ashamed to do it in front of his friends. And when he got home, when he had to study the scores, he was bored and overwhelmed at the same time.
fa92d4edba435481e1054c69078c5389;9VH;4;W;640308;-0,2;1,1;0,54;Érase una vez unos granjeros, unos campesinos que vivían en el pueblo, cansados de trabajar, de estar todo el día con el ganado, cargando alpacas, segando prados... aprovecharon los primeros rayos de sol, después de comerse el bocadillo de jamón que traían para comer, para tumbarse en los prados, que todavía no estaban segados, y dormir una pequeña siesta. ;Once upon a time farmers, some peasants who lived in the village, tired of working, being all day with the cattle, carrying alpacas, mowing meadows ... took advantage of the first rays of sun, after eating the ham sandwich they brought to eat, to lie down in the meadows, which were not yet cut, and to sleep a little nap.
fa92d4edba435481e1054c69078c5389;11;0;W;640308;0;0;0,49;Érase una vez un hombre que estaba realizando kayak por el río, se adentró en unos rápidos que le hicieron perder el control de su canoa y cayó dese una gran catarata. Un dragón dormido en una cueva cerca de las cataratas, se despertó debido al gran golpe que ocasionó el hombre, pero cuando el dragón quiso salvarle, ya era demasiado tarde. ;Once upon a time there was a man who was kayaking on the river, he went into some rapids that made him lose control of his canoe and he fell from a great cataract. A dragon asleep in a cave near the falls, was awakened by the great blow that caused the man, but when the dragon wanted to save him, it was too late.
fa92d4edba435481e1054c69078c5389;13HM;2;W;640308;-0,2;0,9;0,45;Érase una vez un matrimonio que llevaba muchos años juntos, se vio afectado por la crisis económica y debido a ello tuvieron que mudarse a una casa mucho más humilde y pobre. El hombre tenía que trabajar hasta tarde y levantarse temprano todos los días, mientras que la mujer descansaba, como podía, en una cama muy pequeña por las noches, y durante el día se recorría las calles en busca de alguna solución mejor. ;Once upon a time a married couple who had been together for many years, was affected by the economic crisis and because of that they had to move to a much humbler and poorer house. The man had to work late and get up early every day, while the woman rested, as she could, in a very small bed at night, and during the day she went through the streets looking for some better solution.
72496029e8050915ade415e8153de2ab;1;1;W;941488;-0,4;1,4;0,4;Un niño aburrido pensando como iba a aprender a tocar el violín si el quería tocar el piano. Se estaba quedando dormido mientras miraba la partitura, la noche anterior había bajado con su padre a la feria y se había acostado tarde. En cuanto llegara a casa, le diría que no quería seguir con las clases de violín.;A bored child thinking how he would learn to play the violin if he wanted to play the piano. He was falling asleep while watching the score, the night before he had gone down with his father to the fair and had gone to bed late. As soon as he got home, he would tell her that he did not want to continue with the violin lessons.
72496029e8050915ade415e8153de2ab;9VH;4;W;941488;-0,1;0,7;0,36;Un grupo de hombres que descansan después de su última fechoría, ser un gánster no es tan glamuroso como uno pueda pensar. Hacia poco que habían perdido a Rechi en una trifulca con la policía, fue un duro golpe, y Banner había empezado a cuestionarse su estilo de vida. Si quería que el grupo siguiera unido tendría que llevarles a divertirse un rato y descansar antes del siguiente golpe.;A group of men who rest after their last misdeed, being a gangster is not as glamorous as one might think. They had lost Rechi in a row with the police, it was a blow, and Banner had begun to question his lifestyle. If he wanted the group to stay together, he would have to take them for a while and rest before the next blow.
72496029e8050915ade415e8153de2ab;11;0;W;941488;0,4;2,2;0,62;La nave había aterrizado con éxito y el dragón quiso acercarse a echar un vistazo, le encantaban las luces. El ruido había sido molesto y le había despertado pero algo así de interesante merecía su atención. De la nave salieron 3 personas, que al verle se asustaron y se refugiaron de nuevo en ella, el se quedó allí con curiosidad, hasta que uno de ellos se atrevió a salir y habló en su lengua. Le pareció divertido, y como tenía más curiosidad que hambre, dejó que la pequeña criatura hablase.;The ship had landed successfully and the dragon wanted to get closer to take a look, he loved the lights. The noise had been annoying and had awakened him but something interesting was worth his attention. From the ship 3 people came out, that when they saw him they got scared and they took refuge again in her, he remained there with curiosity, until one of them dared to go out and spoke in his language. He found it amusing, and because he was more curious than hungry, he let the little creature speak.
72496029e8050915ade415e8153de2ab;13HM;2;W;941488;0;0,3;0,24;El doctor solo pudo certificar su muerte, estaba agotado después de todo el día haciendo visitas y aquello le había dejado tremendamente exhausto. Tan solo tenía que regresar a casa, tomarse un whisky y mañana amanecerá de nuevo.;The doctor could only certify his death, was exhausted after all day visiting and that had left him tremendously exhausted. I just had to go back home, have a whiskey and tomorrow it will dawn again.
923402f9764095f5c7331ec29fe52cff;1;1;W;2000861;-0,3;0,6;0,55;Un niño abre su regalo de navidad y se enfada porque no eran bailes de Fortnite. En vez de eso, le han regalado un violín Stradivarius.;A child opens his Christmas present and gets angry because they were not Fortnite dances. Instead, they have given him a Stradivarius violin.
923402f9764095f5c7331ec29fe52cff;9VH;4;W;2000861;0,4;1,3;0,68;Un artista convoca a una multitud de personas con sombrero en una explanada para tomar una fotografía aérea. La fotografía se intenta asemejar al típico ejercicio infantil de unir los puntos para dibujar una forma. En este caso, las personas con sombrero son los puntos y, uniendo la linea imaginaria entre puntos, dibujarían la forma de un sombrero.;An artist calls a crowd of people with hats on an esplanade to take an aerial photograph. The photograph is intended to resemble the typical childhood exercise of joining the dots to draw a shape. In this case, the people with hats are the points and, joining the imaginary line between points, they would draw the shape of a hat.
923402f9764095f5c7331ec29fe52cff;11;0;W;2000861;0;0,7;0,95;Debido a un incendio, una familia de pájaros comienzan un viaje para buscar un nuevo asentamiento.;Due to a fire, a family of birds begin a journey to find a new settlement.
923402f9764095f5c7331ec29fe52cff;13HM;2;W;2000861;0;0,7;0,35;Un hombre llora desconsolado porque inevitablemente se tiene que marchar de viaje a un lugar lejano y posiblemente no vuelva a ver a su amada. Decide irse sin despertarla, para evitar una dolorosa despedida.;A man cries disconsolately because he inevitably has to travel to a distant place and he may not see his beloved again. He decides to leave without waking her, to avoid a painful farewell.
272f153b22c299914f25010e8dab62f9;1;1;W;231133;0,3;0,3;0,02;Es un niño que está aburrido, está cansado de tocar el violín ;He is a boy who is bored, he is tired of playing the violin
272f153b22c299914f25010e8dab62f9;9VH;4;W;231133;-0,4;0,4;0,52;Esta imagen refleja a varios hombres en el descanso de su trabajo, echándose la siesta en el campo, tapándose de los rayos del sol;This image reflects several men in the rest of their work, taking a nap in the field, covering themselves with the rays of the sun
272f153b22c299914f25010e8dab62f9;11;0;W;231133;0,8;0,8;0,62;en esta imagen veo una cascada con rocas alrededor ;in this image I see a waterfall with rocks around
272f153b22c299914f25010e8dab62f9;13HM;2;W;231133;-0,6;0,6;0,43;La imagen representa a una mujer enferma, y su marido cansado por estar día y noche cuidando de ella;The image represents a sick woman, and her husband tired for being day and night taking care of her
adff4bad8eb6b95a40b3d7d325607d7a;1;1;W;2481304;-0,9;0,9;0,4;un niño que tenía que ir q clases de violín todos los días después del cole porque sus padres querían que fuera un buen violinista pero  a el no le gustaba nada y esta desmotivado ;a boy who had to go to violin lessons every day after school because his parents wanted him to be a good violinist but he did not like anything and he is unmotivated
adff4bad8eb6b95a40b3d7d325607d7a;9VH;4;W;2481304;-0,5;0,5;0,55;un grupo de amigos que se fueron a comer y a pasar el día al campo y ahora se están echando una siesta después de tomar una copas ;a group of friends who went to eat and spend the day in the country and are now taking a nap after having a drink
adff4bad8eb6b95a40b3d7d325607d7a;11;0;W;2481304;0,3;0,3;0,55;un puente en ruinas entre una montaña y una cascada y un grupo de personas caminando entre las montañas;a bridge in ruins between a mountain and a waterfall and a group of people walking among the mountains
adff4bad8eb6b95a40b3d7d325607d7a;13HM;2;W;2481304;-0,6;0,6;0;un hombre que acaba de matar a su mujer porque estaba sufriendo mucho porque estaba muy enferma ;a man who just killed his wife because she was suffering a lot because she was very sick
20cd825cadb95a71763bad06e142c148;1;1;W;152986;0;0,9;0,31;un Niño cansado de estudiar y presionado por sus padres. Está triste porque se siente incomprendido. Siente que da lo mejor de él y que nadie se lo valora;a Child tired of studying and pressured by his parents. He is sad because he feels misunderstood. Feel that it gives the best of him and that nobody appreciates it
20cd825cadb95a71763bad06e142c148;9VH;4;W;152986;0,1;1,4;0,35;Grupo de amigos después de una noche de diversión. Están cansados y uno de ellos está triste porque lo ha dejado con su pareja ;Group of friends after a night of fun. They are tired and one of them is sad because he has left him with his partner
20cd825cadb95a71763bad06e142c148;11;0;W;152986;0;0;0,5;acantilado;Cliff
20cd825cadb95a71763bad06e142c148;13HM;2;W;152986;0;0;0,6;Hombre desolado porque se ha encontrado a su mujer fallecida;Man devastated because his deceased wife has been found
1e79d86ac69decf2c5e34db8a3308106;1;1;W;135992;-0,3;0,6;0,34;Un niño al que sus padres le han obligado a tocar el violin. A él no le gusta;A child whose parents have forced him to play the violin. He does not like
1e79d86ac69decf2c5e34db8a3308106;9VH;4;W;135992;0;0;0,54;Unos militares descansando tras un día duro;A military resting after a hard day
1e79d86ac69decf2c5e34db8a3308106;11;0;W;135992;-0,1;0,1;0,47;Una cansada rodeada de árboles ;A tired woman surrounded by trees
1e79d86ac69decf2c5e34db8a3308106;13HM;2;W;135992;0,1;0,1;0,7;Un hombre que al levantarse se arrepiente de haber dormido con la mujer que se encuentra tumbada en la cama;A man who when he gets up regrets having slept with the woman who is lying on the bed
58ab3fab379ca311cb882e396d7406d9;1;1;W;398847;0,1;1,9;0,41;Carlito tiene 10 años, y toca el violín muy a menudo. Resulta que su profesor de siempre ha tenido que irse fuera del país porque le ha surgido una muy buena oportunidad. El profesor que ahora le da las clases es muy borde y no le gusta para nada. No sabe qué hacer, si dejar de tocar el violín, o aguantarle;Carlito is 10 years old, and he plays the violin very often. It turns out that his teacher has always had to leave the country because he has a very good opportunity. The teacher who now gives classes is very border and does not like at all. Do not know what to do, if you stop playing the violin, or hold it
58ab3fab379ca311cb882e396d7406d9;9VH;4;W;398847;0,5;1,7;0,4;Tras varias semanas trabajando sin parar en la granja de su tio abuelo, porfín acabaron de reformar el granero. Los primeros Dalton, para celebrarlo se fueron al bar del pueblo a celebrarlo. A la mañana siguiente, les encontraron dormidos en la finca del vecino, con una resaca del copón.;After several weeks of non-stop work on his great-uncle's farm, porfín finished reforming the barn. The first Daltons, to celebrate, went to the village bar to celebrate it. The next morning, they were found asleep on the neighbor's farm, with a hangover from the ciborium.
58ab3fab379ca311cb882e396d7406d9;11;0;W;398847;0;1,8;0,43;Dos pájaros amigos deciden ir de excursión un día de niebla, resulta que a uno de ellos se le había enganchado un troco de basura a una ala, y estaban buscando a un pájaro curandero para sacárselo. Tenían que subir inumerables cuestas y pasar muchos puentes como el que se ve en la imagen. Era una aventura de no olvidar. ;Two friendly birds decide to go on a hike on a foggy day, it turns out that one of them had gotten a piece of trash attached to a wing, and they were looking for a bird healer to take it out. They had to climb countless hills and pass many bridges like the one seen in the picture. It was an adventure not to forget.
58ab3fab379ca311cb882e396d7406d9;13HM;2;W;398847;-0,1;1,5;0,34;Se levantó Jaime por la mañana sin poder creer lo que acaba de pasar, su mujer, su esposa desde hace 15 años había fallecido de la noche a la mañana. Madre mia, querría por todos los medios que eso fuera un sueño, pero no era así. Cómo se lo pensaba decir a las niñas, y sus padres... Qué horrible. ;Jaime got up in the morning without being able to believe what had just happened, his wife, his wife for 15 years had passed away overnight. My mother, I would want by all means that this was a dream, but it was not like that. How he thought to say to the girls, and their parents ... How horrible.
f73539399a0f386943ee6d98b400367f;1;1;W;1941696;-0,7;0,7;0,15;Un niño que quería aprender a tocar el Violín y estaba triste por no poder escuchar su sonido debido a su problema de audición, de ahí su tristeza;A boy who wanted to learn to play the violin and was sad because he could not hear his sound due to his hearing problem, hence his sadness
f73539399a0f386943ee6d98b400367f;9VH;4;W;1941696;0;0;0,72;Una cuadrilla de trabajadores agrícolas que descansan la siesta a la sombra de un árbol después de una dura mañana de trabajo a pleno sol. ;A group of agricultural workers who take a nap in the shade of a tree after a hard morning in the sun.
f73539399a0f386943ee6d98b400367f;11;0;W;1941696;0,7;0,7;0,92;Un bonito lugar escondido en el bosque pero de difícil acceso por sus piedras mojadas y resbaladizas por su impresionante cascada ;A beautiful place hidden in the forest but difficult to access due to its wet and slippery stones due to its impressive waterfall
f73539399a0f386943ee6d98b400367f;13HM;2;W;1941696;-0,3;0,6;0,34;Un hombre que al volver de su trabajo encuentra a su mujer  muerta en la cama, se había suicidado con unas pastillas y él muestra su sufrimiento por no haberla podido ayudar antes ;A man who, after returning from his job, finds his dead wife in bed, committed suicide with some pills and he shows his suffering for not having been able to help her before
aa66c6ab61f2cf6a96cc1de4479c9c06;1;1;W;2614975;0,7;0,7;0,54;que encontró un violín que perteneció a su abuelo, despertando desde ese momento su inquietud por la música y su interés por aprender a tocarlo. ;He found a violin that belonged to his grandfather, awakening from that moment his concern for music and his interest in learning to play it.
aa66c6ab61f2cf6a96cc1de4479c9c06;9VH;4;W;2614975;0,1;0,1;0,75;descansando en la pradera después de una dura jornada de trabajo ;resting in the meadow after a hard day's work
aa66c6ab61f2cf6a96cc1de4479c9c06;11;0;W;2614975;0,6;0,6;0,55;una excursión por la montaña entre barrancos y ríos turbulentos ;an excursion through the mountains between ravines and turbulent rivers
aa66c6ab61f2cf6a96cc1de4479c9c06;13HM;2;W;2614975;0,8;0,8;1;despertando después de hacer el amor con una bella mujer.;Waking up after making love with a beautiful woman.
a1daf288ddb3e28c7dfe08f82a467713;1;1;W;263396;0,1;0,1;0,38;Es un chico que intenta estudiar y se está quedando dormido.;He is a boy who tries to study and is falling asleep.
a1daf288ddb3e28c7dfe08f82a467713;9VH;4;W;263396;0;0;0,57;Son hombres en el servicio militar, descansando en un prado.;They are men in military service, resting in a meadow.
a1daf288ddb3e28c7dfe08f82a467713;11;0;W;263396;0,6;0,6;0,51;Un acantilado rocoso y solitario;A rocky and lonely cliff
a1daf288ddb3e28c7dfe08f82a467713;13HM;2;W;263396;0,4;0,4;0,58;El hombre se levanta a trabajar, mientras su amante se queda durmiendo en la cama;The man gets up to work, while his lover stays asleep in bed
921c9edc5049a7e277cc64b42667af95;1;1;W;288953;0;0,4;0,3;Un niño al que sus padres obligaban a tocar el violín y él estaba harto porque quería jugar al fútbol. En la foto está imaginándose su plan de fuga de casa ;A boy whose parents forced him to play the violin and he was fed up because he wanted to play football. In the picture you are imagining your house escape plan
921c9edc5049a7e277cc64b42667af95;9VH;4;W;288953;-0,2;0,4;0,43;Unos señores dueños de una finca en la que tenían esclavos negros. En la foto están durmiendo tranquilamente y los negros están apunto de matarlos mientras duermen y huir.;Some owners of a farm where they had black slaves. In the photo they are sleeping peacefully and the blacks are about to kill them while they sleep and flee.
921c9edc5049a7e277cc64b42667af95;11;0;W;288953;-0,2;0,2;0,7;Una estampida de búfalos que están apunto de caerse por un barranco;A stampede of buffalo that are about to fall down a ravine
921c9edc5049a7e277cc64b42667af95;13HM;2;W;288953;-0,7;0,7;0;Un marido triste que acaba de perder a su mujer enferma de cáncer.;A sad husband who has just lost his wife sick with cancer.
23f4adb9ec86f27ff862e19d73b7c5ba;1;1;W;496036;-0,7;0,7;0,07;Erase  una vez un niño que estaba triste porque no podía tocar el violín, por más que lo intentaba las notas no salían. ;Once upon a time there was a child who was sad because he could not play the violin, no matter how hard he tried, the notes did not come out.
23f4adb9ec86f27ff862e19d73b7c5ba;9VH;4;W;496036;0;0;0,67;Érase una vez un puñado de jornaleros descansando tras la siega. ;Once upon a time there were a handful of day laborers resting after the harvest.
23f4adb9ec86f27ff862e19d73b7c5ba;11;0;W;496036;0,9;0,9;0,49;Érase una vez una cascada mágica que atraía a las aves.;Once upon a time there was a magical waterfall that attracted the birds.
23f4adb9ec86f27ff862e19d73b7c5ba;13HM;2;W;496036;-0,3;0,3;0,43;Érase una vez un hombre enajenado por los celos que terminan con la vida de su pareja. ;Once upon a time there was a man alienated by the jealousy that ends with the life of his partner.
9d2184b8f8bb5805ba22f9f544efa9da;1;1;W;222203;-0,3;0,3;0,35;Un niño frustrado ante un violín ;A frustrated boy in front of a violin
9d2184b8f8bb5805ba22f9f544efa9da;9VH;4;W;222203;0;0;0,59;4 hombres descansando tras un ardúo esfuerzo ;4 men resting after a hard effort
9d2184b8f8bb5805ba22f9f544efa9da;11;0;W;222203;0;0;0,5;Érase algo;There was something
9d2184b8f8bb5805ba22f9f544efa9da;13HM;2;W;222203;-0,7;0,7;0,07;La desesperación, por no pensar en una historia más fea;Despair, for not thinking of a uglier story
bb1599aefddc592c339f073d564b5d47;1;1;W;360569;0,2;0,2;0,15;Erase una vez un niño que estaba cansado y aburrido de estar horas y horas tocando el violin, estaba deseoso de poder salir a jugar con sus amigos.;Once upon a time there was a child who was tired and bored of spending hours playing the violin, he was eager to go out and play with his friends.
bb1599aefddc592c339f073d564b5d47;9VH;4;W;360569;0,3;0,3;0,85;Erase una vez un conjunto de campesinos que decidieron tomarse un descanso despues de su larga jornada, en un prado tranquilo y con un sol calido.;Once upon a time there was a group of peasants who decided to take a break after their long day, in a quiet meadow with a warm sun.
bb1599aefddc592c339f073d564b5d47;11;0;W;360569;0,8;1,6;0,67;Erase una vez una cascada encantada que llevaba agua sanadora a los pueblos mas cercanos. El agua era fria pero cristalina y curaba a todo ciudadano que la bebia. ;Once upon a time there was an enchanted waterfall that carried healing water to the nearest towns. The water was cold but crystal clear and healed every citizen who drank it.
